student_id,level,attendance_rate,num_quizzes,quiz_avg,assignment_avg,mid_sem_score,forum_participation,study_time_hours,dashboard_time_hours,current_gpa,predicted_gpa,target_gpa,final_gpa,risk_category,recommended_action
S00193,400,80.53,12,97.7,77.85,85.82,4,11.38,14.4,3.56,2.56,2.31,2.62,Average,"Maintain steady progress, focus on weak areas"
S00194,300,97.19,7,62.96,91.51,45.79,6,11.98,8.3,3.14,2.26,2.58,2.36,Average,"Maintain steady progress, focus on weak areas"
S00195,200,81.07,16,33.72,76.83,58.11,6,30.31,18.21,3.57,2.35,2.38,2.41,Average,"Maintain steady progress, focus on weak areas"
S00196,200,96.07,15,81.14,51.79,70.38,5,21.15,14.59,2.69,2.24,2.45,2.19,Average,"Maintain steady progress, focus on weak areas"
S00197,300,79.86,11,76.4,62.81,57.47,5,16.99,8.97,3.76,2.11,2.63,2.2,Average,"Maintain steady progress, focus on weak areas"
S00198,400,95.0,7,71.63,68.64,91.63,4,14.37,0.0,3.6,2.73,3.08,2.75,Average,"Maintain steady progress, focus on weak areas"
S00199,400,100.0,11,66.52,45.35,67.9,7,5.1,10.26,2.97,2.05,2.07,2.03,Average,"Maintain steady progress, focus on weak areas"
S00200,400,74.32,11,90.26,62.21,74.04,3,12.7,9.28,3.05,2.86,2.92,2.64,Average,"Maintain steady progress, focus on weak areas"
S00201,300,87.92,11,46.8,86.74,57.46,4,15.64,3.85,2.95,2.0,2.38,1.95,At Risk,Meet academic advisor and review study plan
S00202,100,100.0,7,92.98,56.71,80.81,7,18.32,6.75,3.18,2.44,2.65,2.57,Average,"Maintain steady progress, focus on weak areas"
S00203,100,85.67,7,96.01,81.06,56.22,5,28.99,15.24,3.16,2.76,3.15,2.74,Average,"Maintain steady progress, focus on weak areas"
S00204,400,85.62,7,72.25,59.5,76.73,4,10.65,9.88,2.5,2.58,2.63,2.35,Average,"Maintain steady progress, focus on weak areas"
S00205,300,92.88,11,74.26,74.74,94.01,2,24.55,5.28,2.63,3.23,3.46,3.05,Average,"Maintain steady progress, focus on weak areas"
S00206,100,85.41,6,52.21,74.95,82.39,7,15.21,6.73,2.8,2.41,2.32,2.68,Average,"Maintain steady progress, focus on weak areas"
S00207,100,67.93,13,85.07,78.09,72.89,3,28.57,13.4,2.71,2.4,2.66,2.41,Average,"Maintain steady progress, focus on weak areas"
S00208,300,96.32,10,89.07,57.67,58.24,5,30.9,12.62,3.18,2.58,2.93,2.31,Average,"Maintain steady progress, focus on weak areas"
S00209,100,64.97,12,81.46,87.09,59.29,10,10.13,12.11,2.75,2.46,2.44,2.36,Average,"Maintain steady progress, focus on weak areas"
S00210,100,80.83,6,51.41,69.58,76.64,5,8.76,0.84,3.2,2.02,1.86,1.93,At Risk,Meet academic advisor and review study plan
S00211,300,97.07,8,45.86,64.01,72.14,5,8.04,3.21,3.69,2.22,2.33,2.11,Average,"Maintain steady progress, focus on weak areas"
S00212,300,81.43,11,66.4,80.53,83.62,5,10.83,11.01,3.37,2.85,3.1,2.69,Average,"Maintain steady progress, focus on weak areas"
S00213,300,78.06,9,71.19,74.73,69.35,2,23.57,14.99,3.29,2.85,2.7,2.74,Average,"Maintain steady progress, focus on weak areas"
S00214,100,93.79,8,85.23,66.38,78.02,5,24.46,2.96,3.72,2.89,2.94,2.72,Average,"Maintain steady progress, focus on weak areas"
S00215,300,76.49,11,66.39,70.08,71.51,4,12.12,19.21,3.19,2.28,2.32,2.43,Average,"Maintain steady progress, focus on weak areas"
S00216,100,72.78,12,85.94,40.79,79.71,9,19.72,19.74,2.6,2.1,2.31,2.22,Average,"Maintain steady progress, focus on weak areas"
S00217,200,87.75,9,86.94,72.6,65.41,2,9.78,5.56,3.5,2.78,2.97,2.78,Average,"Maintain steady progress, focus on weak areas"
S00218,300,83.17,4,77.1,69.95,48.08,10,28.21,3.34,2.76,2.51,2.87,2.72,Average,"Maintain steady progress, focus on weak areas"
S00219,300,72.56,8,83.04,69.53,84.93,6,14.84,6.95,3.67,2.29,2.43,2.36,Average,"Maintain steady progress, focus on weak areas"
S00220,400,91.37,7,63.76,65.9,67.94,2,8.21,5.37,3.77,2.45,2.08,2.59,Average,"Maintain steady progress, focus on weak areas"
S00221,300,89.64,5,52.88,82.37,90.36,2,12.81,4.51,3.3,2.65,2.56,2.74,Average,"Maintain steady progress, focus on weak areas"
S00222,300,81.4,8,61.47,80.09,71.57,1,0.0,10.86,2.88,2.53,2.8,2.5,Average,"Maintain steady progress, focus on weak areas"
S00223,100,82.09,8,57.51,78.38,70.47,4,14.97,8.98,3.65,2.42,2.61,2.57,Average,"Maintain steady progress, focus on weak areas"
S00224,200,89.7,10,88.16,62.42,89.99,3,27.97,9.7,4.0,2.37,2.43,2.6,Average,"Maintain steady progress, focus on weak areas"
S00225,200,96.9,13,82.94,67.15,60.26,7,18.49,18.42,2.45,2.32,1.99,2.3,Average,"Maintain steady progress, focus on weak areas"
S00226,100,82.17,10,39.54,41.31,63.47,3,5.54,7.82,3.06,1.65,1.76,1.71,At Risk,Meet academic advisor and review study plan
S00227,400,91.55,13,72.68,80.08,76.58,2,18.13,10.94,2.92,2.95,2.82,2.96,Average,"Maintain steady progress, focus on weak areas"
S00228,200,90.65,5,43.21,90.95,57.29,11,1.7,5.64,2.67,2.43,2.87,2.42,Average,"Maintain steady progress, focus on weak areas"
S00229,400,93.79,8,53.74,50.05,96.9,5,9.11,7.48,3.28,2.04,2.23,2.01,Average,"Maintain steady progress, focus on weak areas"
S00230,300,85.39,5,82.48,86.9,65.28,2,17.55,20.24,3.7,2.88,3.03,2.83,Average,"Maintain steady progress, focus on weak areas"
S00231,400,75.88,7,44.14,89.03,67.16,2,14.9,0.0,2.89,2.26,2.39,2.13,Average,"Maintain steady progress, focus on weak areas"
S00232,300,80.38,11,49.54,64.17,90.41,5,9.73,12.35,3.21,1.91,2.25,1.88,At Risk,Meet academic advisor and review study plan
S00233,300,88.43,11,54.64,100.0,70.96,1,19.62,13.83,3.08,2.76,2.95,2.71,Average,"Maintain steady progress, focus on weak areas"
S00234,200,100.0,10,46.23,63.74,57.6,7,15.61,14.62,2.96,2.22,2.29,2.26,Average,"Maintain steady progress, focus on weak areas"
S00235,100,80.16,14,48.7,69.29,84.61,3,4.15,23.19,2.57,2.2,2.17,2.34,Average,"Maintain steady progress, focus on weak areas"
S00236,300,93.05,10,69.16,72.0,82.98,6,4.88,4.92,2.53,2.76,2.87,2.5,Average,"Maintain steady progress, focus on weak areas"
S00237,200,81.72,8,44.73,81.31,53.25,7,3.04,0.56,3.1,1.65,1.92,1.92,At Risk,Meet academic advisor and review study plan
S00238,100,86.1,7,66.26,64.9,59.59,6,27.91,7.6,2.3,2.0,2.05,2.22,Average,"Maintain steady progress, focus on weak areas"
S00239,300,100.0,11,70.14,69.12,55.15,2,4.43,15.92,2.58,2.09,2.3,2.19,Average,"Maintain steady progress, focus on weak areas"
S00240,100,92.64,7,81.28,58.85,14.48,5,23.94,7.35,3.58,1.73,2.21,1.7,At Risk,Meet academic advisor and review study plan
S00241,400,72.59,8,83.94,76.35,100.0,3,6.0,5.43,3.6,2.74,2.8,2.63,Average,"Maintain steady progress, focus on weak areas"
S00242,400,79.28,9,49.36,91.12,48.87,4,0.9,3.48,3.51,2.39,2.51,2.31,Average,"Maintain steady progress, focus on weak areas"
S00243,400,97.56,8,50.14,72.5,57.58,9,9.21,14.21,3.74,1.98,1.86,2.03,Average,"Maintain steady progress, focus on weak areas"
S00244,200,86.42,13,49.31,83.21,77.43,10,18.7,18.51,3.09,2.68,2.5,2.38,Average,"Maintain steady progress, focus on weak areas"
S00245,100,73.51,10,81.86,70.7,75.1,2,32.93,2.93,3.59,2.3,2.25,2.46,Average,"Maintain steady progress, focus on weak areas"
S00246,400,76.81,18,75.18,93.1,79.87,3,18.01,6.12,2.48,2.26,2.28,2.52,Average,"Maintain steady progress, focus on weak areas"
S00247,200,92.03,12,64.7,75.86,74.32,8,17.72,10.56,2.83,2.68,2.98,2.54,Average,"Maintain steady progress, focus on weak areas"
S00248,400,94.94,11,52.12,62.27,92.92,3,23.66,1.45,3.08,2.48,2.28,2.37,Average,"Maintain steady progress, focus on weak areas"
S00249,400,85.18,12,72.33,76.14,61.32,4,15.91,5.88,2.98,2.38,2.47,2.33,Average,"Maintain steady progress, focus on weak areas"
S00250,400,100.0,16,90.53,72.42,96.36,6,12.5,4.34,3.1,2.22,2.58,2.48,Average,"Maintain steady progress, focus on weak areas"
S00251,200,93.24,9,89.56,72.15,63.92,7,21.75,7.21,2.27,2.56,2.53,2.42,Average,"Maintain steady progress, focus on weak areas"
S00252,200,82.57,9,47.9,79.73,51.01,6,21.54,16.61,2.71,1.66,1.81,1.67,At Risk,Meet academic advisor and review study plan
S00253,400,76.84,8,86.07,56.32,64.25,5,13.05,4.37,3.64,2.28,2.41,2.24,Average,"Maintain steady progress, focus on weak areas"
S00254,200,75.25,7,47.7,72.75,77.67,4,9.91,12.44,4.0,2.03,2.16,2.22,Average,"Maintain steady progress, focus on weak areas"
S00255,100,88.35,8,63.97,87.92,88.99,4,11.46,0.0,2.9,2.84,3.05,2.6,Average,"Maintain steady progress, focus on weak areas"
S00256,300,80.11,13,62.2,90.67,80.25,3,15.96,6.62,3.1,2.71,3.07,2.68,Average,"Maintain steady progress, focus on weak areas"
S00257,400,100.0,8,73.99,66.25,52.16,4,3.3,16.36,3.63,2.11,2.12,2.14,Average,"Maintain steady progress, focus on weak areas"
S00258,300,99.66,2,54.96,55.28,57.0,3,15.24,24.89,2.41,1.88,2.09,1.67,At Risk,Meet academic advisor and review study plan
S00259,300,91.33,12,71.54,93.04,61.5,4,29.87,0.0,3.74,2.36,2.06,2.46,Average,"Maintain steady progress, focus on weak areas"
S00260,100,73.21,10,53.79,64.08,73.94,4,13.07,3.13,2.73,1.89,2.11,1.83,At Risk,Meet academic advisor and review study plan
S00261,300,78.28,9,72.58,69.92,85.37,6,10.69,10.38,2.77,2.22,2.54,2.48,Average,"Maintain steady progress, focus on weak areas"
S00262,400,97.56,14,50.24,65.13,72.32,7,14.97,16.55,2.15,2.6,2.61,2.32,Average,"Maintain steady progress, focus on weak areas"
S00263,100,79.37,9,64.03,74.04,45.52,6,22.0,6.14,3.52,1.66,1.61,1.76,At Risk,Meet academic advisor and review study plan
S00264,300,96.22,6,70.06,67.87,90.34,4,15.26,12.37,3.21,2.82,3.0,2.66,Average,"Maintain steady progress, focus on weak areas"
S00265,400,89.75,8,66.25,85.09,60.53,5,27.23,9.58,3.57,2.38,2.3,2.19,Average,"Maintain steady progress, focus on weak areas"
S00266,300,85.52,6,82.67,83.42,89.04,3,18.54,4.2,2.4,2.81,2.74,2.58,Average,"Maintain steady progress, focus on weak areas"
S00267,300,77.97,10,36.12,59.32,64.99,5,24.29,10.49,2.86,1.73,2.18,1.85,At Risk,Meet academic advisor and review study plan
S00268,300,84.06,8,72.62,56.64,66.98,8,14.34,18.25,2.49,2.54,2.55,2.39,Average,"Maintain steady progress, focus on weak areas"
S00269,200,86.9,10,57.55,61.22,75.24,6,20.1,6.38,2.56,2.13,2.37,2.08,Average,"Maintain steady progress, focus on weak areas"
S00270,200,95.33,8,78.86,67.12,83.57,7,32.59,14.23,3.42,2.49,2.6,2.63,Average,"Maintain steady progress, focus on weak areas"
S00271,400,76.14,11,70.46,81.97,100.0,7,16.81,14.21,2.6,2.94,3.42,2.97,Average,"Maintain steady progress, focus on weak areas"
S00272,400,82.37,6,86.32,78.8,63.98,2,9.41,17.97,2.91,2.35,2.34,2.53,Average,"Maintain steady progress, focus on weak areas"
S00273,400,85.45,5,66.51,93.97,67.5,3,8.88,5.14,3.13,2.9,2.94,2.53,Average,"Maintain steady progress, focus on weak areas"
S00274,400,91.63,9,88.51,66.96,56.58,4,13.71,5.34,2.74,2.25,2.53,2.27,Average,"Maintain steady progress, focus on weak areas"
S00275,300,75.92,10,72.35,61.95,57.49,5,13.51,8.5,3.29,1.88,2.09,1.95,At Risk,Meet academic advisor and review study plan
S00276,300,71.83,12,50.6,74.62,67.0,6,21.43,12.18,3.16,2.18,2.37,2.3,Average,"Maintain steady progress, focus on weak areas"
S00277,400,91.74,9,57.8,54.07,85.02,8,17.97,5.8,3.71,2.25,2.63,2.31,Average,"Maintain steady progress, focus on weak areas"
S00278,300,69.82,11,61.2,76.06,61.49,5,18.61,18.33,2.15,2.14,2.6,2.18,Average,"Maintain steady progress, focus on weak areas"
S00279,300,97.85,7,71.72,67.96,84.81,5,10.76,9.49,3.34,2.66,2.76,2.57,Average,"Maintain steady progress, focus on weak areas"
S00280,400,83.44,8,83.5,98.44,64.3,4,5.98,8.54,2.69,2.45,2.55,2.53,Average,"Maintain steady progress, focus on weak areas"
S00281,400,69.52,7,79.16,72.44,86.63,4,16.78,12.34,2.79,3.06,3.45,3.1,Average,"Maintain steady progress, focus on weak areas"
S00282,200,80.2,13,79.97,99.24,33.0,5,7.66,0.3,3.25,2.41,2.75,2.34,Average,"Maintain steady progress, focus on weak areas"
S00283,200,88.79,14,58.8,80.15,60.49,5,20.89,15.82,2.85,2.16,2.23,2.13,Average,"Maintain steady progress, focus on weak areas"
S00284,100,79.67,11,83.24,83.95,85.26,2,17.11,11.18,3.41,2.5,2.5,2.52,Average,"Maintain steady progress, focus on weak areas"
S00285,300,85.2,10,71.56,80.06,76.91,9,9.27,1.3,3.39,2.56,3.1,2.53,Average,"Maintain steady progress, focus on weak areas"
S00286,100,92.4,9,81.92,56.5,68.12,4,8.32,0.0,3.28,2.25,2.17,2.38,Average,"Maintain steady progress, focus on weak areas"
S00287,200,82.98,5,47.84,91.44,74.66,6,26.34,22.05,2.48,2.52,2.61,2.49,Average,"Maintain steady progress, focus on weak areas"
S00288,300,75.63,10,76.79,84.43,76.86,3,5.44,0.0,2.68,2.62,2.73,2.59,Average,"Maintain steady progress, focus on weak areas"
S00289,200,82.01,11,60.84,75.92,69.46,3,13.32,9.66,2.62,2.17,2.4,2.36,Average,"Maintain steady progress, focus on weak areas"
S00290,300,99.15,10,51.02,58.25,65.52,4,16.79,2.79,3.89,2.19,2.05,2.16,Average,"Maintain steady progress, focus on weak areas"
S00291,100,100.0,16,79.7,54.71,83.83,5,25.05,16.02,2.55,2.28,2.43,2.44,Average,"Maintain steady progress, focus on weak areas"
S00292,100,64.8,6,63.56,71.79,83.11,2,19.79,10.58,2.77,2.61,2.65,2.41,Average,"Maintain steady progress, focus on weak areas"
S00293,400,95.91,7,77.96,85.58,85.72,5,18.49,10.15,2.63,2.65,2.55,2.75,Average,"Maintain steady progress, focus on weak areas"
S00294,200,87.5,5,55.33,76.01,100.0,6,4.6,12.2,4.0,2.82,3.13,2.86,Average,"Maintain steady progress, focus on weak areas"
S00295,100,94.24,17,100.0,78.9,74.73,6,16.06,0.46,3.75,3.07,3.22,3.09,Average,"Maintain steady progress, focus on weak areas"
S00296,300,79.5,7,68.21,93.13,100.0,2,14.01,7.08,2.69,2.92,3.16,2.86,Average,"Maintain steady progress, focus on weak areas"
S00297,400,67.32,11,62.96,85.35,94.18,2,31.57,8.11,2.94,2.57,2.45,2.55,Average,"Maintain steady progress, focus on weak areas"
S00298,100,90.84,13,84.85,83.23,94.79,5,25.86,14.54,2.66,2.97,3.33,2.97,Average,"Maintain steady progress, focus on weak areas"
S00299,300,75.59,10,68.71,83.29,77.36,9,17.57,4.73,3.33,2.46,2.5,2.42,Average,"Maintain steady progress, focus on weak areas"
S00300,100,71.12,7,100.0,80.12,85.03,2,9.32,0.0,2.39,2.71,2.91,2.56,Average,"Maintain steady progress, focus on weak areas"
S00301,100,71.82,11,87.48,82.17,95.59,10,10.69,0.63,3.07,2.64,2.83,2.62,Average,"Maintain steady progress, focus on weak areas"
S00302,300,91.01,9,62.9,81.06,54.0,6,8.69,15.84,3.06,2.18,1.95,2.15,Average,"Maintain steady progress, focus on weak areas"
S00303,300,86.39,7,71.11,81.78,69.61,7,19.56,14.16,2.99,2.55,2.74,2.35,Average,"Maintain steady progress, focus on weak areas"
S00304,300,92.82,16,70.99,100.0,74.31,8,9.66,19.67,2.69,3.2,3.28,2.99,Average,"Maintain steady progress, focus on weak areas"
S00305,300,91.69,6,54.17,73.72,88.21,0,8.78,10.97,2.25,2.31,2.24,2.44,Average,"Maintain steady progress, focus on weak areas"
S00306,400,80.79,10,89.25,48.1,80.97,6,18.24,14.96,2.86,2.24,2.42,2.5,Average,"Maintain steady progress, focus on weak areas"
S00307,300,84.3,8,63.56,62.08,84.01,4,13.89,2.05,1.83,1.99,2.05,2.2,Average,"Maintain steady progress, focus on weak areas"
S00308,200,79.89,9,66.29,88.48,77.76,4,15.83,9.64,3.63,2.97,3.32,2.79,Average,"Maintain steady progress, focus on weak areas"
S00309,400,82.9,5,73.28,79.75,74.28,3,11.51,16.25,2.76,2.49,2.43,2.25,Average,"Maintain steady progress, focus on weak areas"
S00310,200,75.33,7,56.27,71.55,46.25,6,17.81,14.47,2.54,2.29,2.09,2.3,Average,"Maintain steady progress, focus on weak areas"
S00311,200,88.9,13,73.17,80.07,63.69,2,21.38,5.54,3.09,2.66,2.66,2.6,Average,"Maintain steady progress, focus on weak areas"
S00312,100,95.75,6,62.46,86.19,83.36,7,16.79,9.45,3.84,2.57,2.6,2.49,Average,"Maintain steady progress, focus on weak areas"
S00313,100,76.83,11,62.85,81.59,70.5,4,29.81,9.86,4.0,2.45,2.64,2.39,Average,"Maintain steady progress, focus on weak areas"
S00314,400,97.81,11,67.57,92.15,47.81,6,6.85,16.22,3.19,2.15,2.0,2.14,Average,"Maintain steady progress, focus on weak areas"
S00315,400,86.14,11,58.98,97.64,62.63,7,22.24,11.66,3.37,1.93,2.05,2.12,Average,"Maintain steady progress, focus on weak areas"
S00316,300,87.41,12,46.53,86.1,100.0,4,18.65,0.84,3.59,2.5,2.71,2.65,Average,"Maintain steady progress, focus on weak areas"
S00317,200,68.01,19,72.61,74.3,48.01,4,12.15,14.86,2.75,2.18,2.43,2.26,Average,"Maintain steady progress, focus on weak areas"
S00318,100,66.93,19,35.66,91.21,36.15,4,17.97,9.58,3.47,1.55,1.59,1.63,At Risk,Meet academic advisor and review study plan
S00319,100,86.44,12,36.2,66.18,87.08,5,14.76,19.06,3.78,2.13,2.27,2.06,Average,"Maintain steady progress, focus on weak areas"
S00320,200,92.9,15,70.67,61.0,68.18,4,14.55,16.5,2.56,1.9,1.81,1.86,At Risk,Meet academic advisor and review study plan
S00321,300,78.29,8,67.27,60.91,78.67,2,11.3,8.76,2.55,2.17,2.27,2.42,Average,"Maintain steady progress, focus on weak areas"
S00322,300,100.0,14,73.89,71.99,83.34,5,29.55,13.59,2.93,2.98,3.3,2.88,Average,"Maintain steady progress, focus on weak areas"
S00323,300,92.35,8,79.97,62.12,50.54,4,13.55,8.91,2.62,1.9,2.08,2.13,Average,"Maintain steady progress, focus on weak areas"
S00324,200,75.92,16,40.34,79.0,83.49,5,10.45,4.99,2.78,2.45,2.4,2.37,Average,"Maintain steady progress, focus on weak areas"
S00325,400,85.31,13,60.78,82.68,38.62,5,10.16,12.79,2.59,2.08,2.1,2.06,Average,"Maintain steady progress, focus on weak areas"
S00326,300,100.0,7,63.28,97.05,75.11,2,16.49,14.26,2.72,2.55,2.66,2.58,Average,"Maintain steady progress, focus on weak areas"
S00327,300,72.57,12,74.68,70.85,82.13,4,23.98,11.04,3.95,2.31,2.28,2.54,Average,"Maintain steady progress, focus on weak areas"
S00328,300,90.28,10,73.42,88.66,72.26,8,12.69,8.81,3.25,2.64,2.61,2.5,Average,"Maintain steady progress, focus on weak areas"
S00329,200,81.77,7,63.92,78.19,50.59,2,7.0,7.85,3.54,2.22,2.47,2.2,Average,"Maintain steady progress, focus on weak areas"
S00330,100,92.07,6,70.66,83.47,69.96,3,20.84,15.45,3.99,2.53,2.33,2.67,Average,"Maintain steady progress, focus on weak areas"
S00331,200,97.67,7,65.88,97.36,94.41,6,15.32,3.47,2.77,3.1,2.94,3.09,Average,"Maintain steady progress, focus on weak areas"
S00332,400,81.14,6,56.31,84.87,78.26,8,15.93,12.8,3.52,2.37,2.35,2.23,Average,"Maintain steady progress, focus on weak areas"
S00333,100,96.19,8,70.81,65.94,61.08,3,15.96,18.01,2.71,2.02,2.53,2.07,Average,"Maintain steady progress, focus on weak areas"
S00334,100,100.0,12,37.84,61.65,69.69,3,19.88,9.09,3.56,1.98,2.07,1.99,At Risk,Meet academic advisor and review study plan
S00335,100,85.66,17,73.68,57.53,84.47,7,19.61,5.88,3.01,1.93,2.25,2.22,Average,"Maintain steady progress, focus on weak areas"
S00336,100,92.85,11,91.19,53.87,93.56,4,14.19,19.4,3.55,2.66,2.47,2.59,Average,"Maintain steady progress, focus on weak areas"
S00337,400,79.1,10,64.8,69.79,43.55,7,8.31,3.28,2.93,2.25,2.65,2.09,Average,"Maintain steady progress, focus on weak areas"
S00338,300,85.19,9,100.0,77.54,87.17,3,0.92,0.0,4.0,2.88,3.14,2.84,Average,"Maintain steady progress, focus on weak areas"
S00339,200,83.23,12,79.05,75.33,85.1,7,17.62,12.07,3.25,2.69,2.95,2.49,Average,"Maintain steady progress, focus on weak areas"
S00340,100,92.97,3,91.88,67.61,56.02,3,20.52,13.27,2.93,2.05,1.96,2.31,Average,"Maintain steady progress, focus on weak areas"
S00341,200,97.05,6,75.79,52.62,77.53,3,11.84,0.0,2.85,2.13,2.52,2.11,Average,"Maintain steady progress, focus on weak areas"
S00342,200,83.9,11,78.27,90.62,66.21,4,25.52,17.0,3.03,2.71,2.92,2.74,Average,"Maintain steady progress, focus on weak areas"
S00343,100,100.0,17,72.15,66.61,56.74,1,22.66,13.54,1.85,2.14,2.63,1.97,At Risk,Meet academic advisor and review study plan
S00344,200,100.0,8,46.48,81.25,67.99,9,13.56,8.73,2.22,2.2,2.63,2.4,Average,"Maintain steady progress, focus on weak areas"
S00345,200,93.47,8,40.52,62.68,48.95,4,34.33,6.86,3.46,1.77,1.65,1.87,At Risk,Meet academic advisor and review study plan
S00346,300,79.84,6,66.38,55.56,71.2,5,10.41,0.0,3.13,2.12,2.16,1.78,At Risk,Meet academic advisor and review study plan
S00347,300,78.88,13,60.96,69.41,63.12,6,12.66,12.02,2.06,2.29,2.36,2.39,Average,"Maintain steady progress, focus on weak areas"
S00348,100,76.88,7,61.44,81.74,65.97,6,25.99,10.63,2.79,2.5,2.76,2.39,Average,"Maintain steady progress, focus on weak areas"
S00349,200,94.49,8,51.04,54.68,65.36,5,12.21,8.83,2.59,1.84,1.85,1.91,At Risk,Meet academic advisor and review study plan
S00350,300,72.88,10,86.63,71.2,67.32,4,10.4,9.23,3.06,1.96,1.63,2.09,Average,"Maintain steady progress, focus on weak areas"
S00351,300,91.77,7,54.53,73.53,58.95,3,2.38,2.82,3.66,2.54,2.61,2.42,Average,"Maintain steady progress, focus on weak areas"
S00352,400,74.19,7,53.56,69.94,31.99,2,12.19,0.27,1.75,1.11,1.31,1.43,At Risk,Meet academic advisor and review study plan
S00353,300,93.24,15,70.58,60.01,99.36,4,0.53,8.99,4.0,2.38,2.53,2.47,Average,"Maintain steady progress, focus on weak areas"
S00354,100,85.17,13,86.25,73.21,95.91,6,24.35,6.27,2.88,2.9,3.06,2.7,Average,"Maintain steady progress, focus on weak areas"
S00355,100,98.34,11,82.72,66.57,80.96,3,0.0,10.45,3.16,2.76,2.83,2.67,Average,"Maintain steady progress, focus on weak areas"
S00356,300,96.41,13,60.26,57.52,64.13,2,8.67,1.93,2.83,2.49,2.63,2.23,Average,"Maintain steady progress, focus on weak areas"
S00357,100,99.35,11,66.81,89.1,81.78,3,18.45,19.43,2.43,2.46,2.47,2.61,Average,"Maintain steady progress, focus on weak areas"
S00358,300,99.61,11,94.6,86.77,43.8,1,11.99,20.59,3.11,2.62,2.86,2.64,Average,"Maintain steady progress, focus on weak areas"
